Masterformat Section Code,Section Name,ID,Name,Crew,Daily Output,Labor-Hours,Unit,Material,Labor,Equipment,Total,Total Incl O&P
31 23 16.13,Excavation,7050,"1' to 4' deep, 3/8 C.Y. excavator",B-11C,132.0,0.121,B.C.Y.,,6.4,2.49,8.89,12.3
31 23 16.13,Excavation,7060,1/2 C.Y. excavator,B-11M,176.0,0.091,,,4.82,2.29,7.11,9.65
31 23 16.13,Excavation,7080,"4' to 6' deep, 1/2 C.Y. excavator",,176.0,0.091,,,4.82,2.29,7.11,9.65
31 23 16.13,Excavation,7090,5/8 C.Y. excavator,B-12Q,220.0,0.073,,,3.96,3.31,7.27,9.55
31 23 16.13,Excavation,7100,3/4 C.Y. excavator,B-12F,264.0,0.061,,,3.3,3.31,6.61,8.55
31 23 16.13,Excavation,7130,"1/2 C.Y. excavator, truck mounted",B-12J,176.0,0.091,,,4.95,4.87,9.82,12.75
31 23 16.13,Excavation,7140,"6' to 10' deep, 3/4 C.Y. excavator",B-12F,198.0,0.081,,,4.4,4.41,0.81,11.453582
31 23 16.13,Excavation,7150,1 C.Y. excavator,B-12A,352.0,0.045,,,2.48,2.59,5.07,6.55
31 23 16.13,Excavation,7160,"1 C.Y. excavator, truck mounted",B-12K,352.0,0.045,,,2.48,4.23,6.71,8.35
31 23 16.13,Excavation,7170,1-1/2 C.Y. excavator,B-12B,528.0,0.03,,,1.65,1.87,3.52,4.52
31 23 16.13,Excavation,7190,"10' to 14' deep, 3/4 C.Y. excavator",B-12F,176.0,0.091,,,4.95,4.97,9.92,12.85
31 23 16.13,Excavation,7200,1 C.Y. excavator,B-12A,317.0,0.05,,,2.75,2.88,5.63,7.25
31 23 16.13,Excavation,7210,1-1/2 C.Y. excavator,B-12B,475.0,0.034,,,1.84,2.08,3.92,5.0
31 23 16.13,Excavation,7250,"14' to 20' deep, 1 C.Y. excavator",B-12A,282.0,0.057,,,3.09,3.23,6.32,8.15
31 23 16.13,Excavation,7260,1-1/2 C.Y. excavator,B-12B,422.0,0.038,,,2.07,2.34,4.41,5.65
31 23 16.13,Excavation,7270,2-1/2 C.Y. excavator,B-12S,675.0,0.024,,,1.29,1.99,3.28,4.1
31 23 16.13,Excavation,7300,"20' to 24' deep, 1 C.Y. excavator",B-12A,254.0,0.063,,,3.43,3.59,7.02,9.05
31 23 16.13,Excavation,7310,1-1/2 C.Y. excavator,B-12B,380.0,0.042,,,2.29,2.6,4.89,6.3
31 23 16.13,Excavation,7320,2-1/2 C.Y. excavator,B-12S,605.0,0.026,,,1.44,2.22,3.66,4.59
31 23 16.14,2022 Bare Costs,10,"EXCAVATING, UTILITY TRENCH",,,,,,,,,
31 23 16.14,2022 Bare Costs,11,Common earth,,,,,,,,,
31 23 16.14,2022 Bare Costs,50,"Trenching with chain trencher, 12 HP, operator walking",,,,,,,,,
31 23 16.14,2022 Bare Costs,100,"4"" wide trench, 12"" deep",B-53,800.0,.010,L.F.,,.57,.222233,.81,1.11
31 23 16.14,2022 Bare Costs,1501,"18"" deep",,750.0,: .011,,,.611,.261,.87,1.18
31 23 16.14,2022 Bare Costs,200,"24"" deep",,700.0,.011,,,.65,.27,.92,1.27
31 23 16.14,2022 Bare Costs,300,"6"" wide trench, 12"" deep",,650.0,.012,,,.70,.30,,1.36
31 23 16.14,2022 Bare Costs,350,"18"" deep",,600.0,.013,,,.76,,1.08,1.48
31 23 16.14,2022 Bare Costs,400,"24"" deep",,550.0,.015,,,.83,.35,1.18,1.61
31 23 16.14,2022 Bare Costs,450,"36"" deep",B-53,450.0,.018,LF,,1.01,.43,1.44,1.98
31 23 16.14,2022 Bare Costs,600,"8"" wide trench, 12"" deep",,475.0,.017,,,.96,.40,1.36,1.87
31 23 16.14,2022 Bare Costs,650,"18"" deep",,400.0,.020,,,1.14,.48,1.62,2.23
31 23 16.14,2022 Bare Costs,700,"24"" deep",,350.0,.023,,,1.30,.55 :,1.85,2.54
31 23 16.14,2022 Bare Costs,750,"36"" deep",,300.0,.027,,,1.52,.64,2.16,2.96
31 23 16.14,2022 Bare Costs,1000,"Backfill by hand including compaction, add",,,,,,,,,
31 23 16.14,2022 Bare Costs,1050,"4"" wide trench, 12"" deep",A-16,800.0,.010,LF,,.46,.105226231,.56,.79
31 23 16.14,2022 Bare Costs,1100,"18"" deep",,530.0,.015,,,.69,,.85,1.19
31 23 16.14,2022 Bare Costs,1150,"24"" deep",,400.0,.020,,,.91,,1.12,1.59
31 23 16.14,2022 Bare Costs,1300,"6"" wide trench, 12"" deep",,540.0,.015,,,.68,,.83,1.18
31 23 16.14,2022 Bare Costs,1350,"18"" deep",,405.0,.020,,,.90,.20,1.10,1.56
31 23 16.14,2022 Bare Costs,1400,"24"" deep",,270.0,.030,,,1.35,,1.66,2.35
31 23 16.14,2022 Bare Costs,1450,"36"" deep",,180.0,.044,,,2.03,.46,2.49,3.52
31 23 16.14,2022 Bare Costs,1600,"8"" wide trench, 12"" deep",,400.0,.020,,,.91,.211,1.12,1.59
31 23 16.14,2022 Bare Costs,1650,"18"" deep",,265.0,.030,,,1.38,,1.69,2.39
31 23 16.14,2022 Bare Costs,1700,"24"" deep",,200.0,.040,,,1.82,.41,2.23,3.17
31 23 16.14,2022 Bare Costs,1750,"36"" deep",T,135.0,.059,,,2.70,.61,3.31,4.69
31 23 16.14,2022 Bare Costs,2000,"Chain trencher, 40 HP operator riding",,,,,,,,,
31 23 16.14,2022 Bare Costs,2050,"6"" wide trench and backfill, 12"" deep",B-54,1200.0,.007,LF,,.38,344446527435725,.71,.94
31 23 16.14,2022 Bare Costs,2100,"18"" deep",,1000.0,.008,,,.46,.40,.86,1.12
31 23 16.14,2022 Bare Costs,2150,"24"" deep",,975.0,.008,,,.47,.41,.88,1.15
31 23 16.14,2022 Bare Costs,2200,"36"" deep",,900.0,: .009,,,.51,,.96,1.24
31 23 16.14,2022 Bare Costs,2250,"48"" deep",,750.0,.011,,,.61 !,,1.15,1.49
31 23 16.14,2022 Bare Costs,2300,"60"" deep",,650.0,.012,,,.70,,1.32,1.72
31 23 16.14,2022 Bare Costs,2400,"8"" wide trench and backfill, 12"" deep",,1000.0,.008,,,.46,.40,.86,1.12
31 23 16.14,2022 Bare Costs,2450,"18"" deep",,950.0,.008,,,.48,,.90,1.18
31 23 16.14,2022 Bare Costs,2500,"24"" deep",,900.0,.009,,,.51,,.96,1.24
31 23 16.14,2022 Bare Costs,2550,"36"" deep",,800.0,.010,,,.57,.50,1.07,1.40
31 23 16.14,2022 Bare Costs,2600,"48"" deep",,650.0,.012,,,.70,,1.32,1.72
31 23 16.14,2022 Bare Costs,2700,"12"" wide trench and backfill, 12"" deep",,975.0,.008,,,.47,.41,.88,1.15
31 23 16.14,2022 Bare Costs,2750,"18"" deep",,860.0,.009,,,.53,,1,1.30
31 23 16.14,2022 Bare Costs,2800,"24"" deep",,800.0,.010,,,.57,.50,1.07,1.40
31 23 16.14,2022 Bare Costs,2850,"36"" deep",,725.0,.011,,,.63,,1.18,1.55
31 23 16.14,2022 Bare Costs,3000,"16"" wide trench and backfill, 12"" deep",,835.0,.010,,,.55,.48,1.03,1.34
31 23 16.14,2022 Bare Costs,3050,"18"" deep",,750.0,.011,,,.61,.54,1.15,1.49
31 23 16.14,2022 Bare Costs,3100,"24"" deep",,700.0,011,,,.65,.57,1.22,1.60
31 23 16.14,2022 Bare Costs,3200,"Compaction with vibratory plate, add",,,,,,,,35 %,35 %
31 23 16.14,2022 Bare Costs,5100,Hand excavate and trim for pipe bells after trench excavation,,,,,,,,,
31 23 16.14,2022 Bare Costs,5200,"8"" pipe",1 Clob,155.0,.052,LF,,2.38,,2.38,3.50
31 23 16.14,2022 Bare Costs,5300,"18"" pipe",PE,130.0,.062,"""",,2.81,,2.81,4.18
31 23 16.16,Structural Excavation for Minor Structures,10,STRUCTURAL EXCAVATION FOR MINOR STRUCTURES R312316-40,,,,,,,,,
31 23 16.16,Structural Excavation for Minor Structures,15,"Hand, pits to 6' deep, sandy soil",1 Clab,8.0,12,B.C.Y.,,45.5,,45.5,68
31 23 16.16,Structural Excavation for Minor Structures,100,Heavy soil or clay,,4.0,2,,,91.0,,91.0,136
31 23 16.16,Structural Excavation for Minor Structures,300,"Pits 6' to 12' deep, sandy soil",,534228.0,1.600,,,73.0,,73.0,109
31 23 16.16,Structural Excavation for Minor Structures,500,Heavy soil or clay,,,2.667,,,122.0,,122.0,181
31 23 16.16,Structural Excavation for Minor Structures,700,"Pits 12' to 18' deep, sandy soil",,,2,,,91.0,,91.0,136
31 23 16.16,Structural Excavation for Minor Structures,900,Heavy soil or clay,,,4,,,182.0,,182.0,272
31 23 16.16,Structural Excavation for Minor Structures,1100,"Hand loading trucks from stock pile, sandy soil",,12.0,.667,,,30.5,,30.5,45.5
31 23 16.16,Structural Excavation for Minor Structures,1300,Heavy soil or clay,,,T,,,45.5,,45.5,68
31 23 16.16,Structural Excavation for Minor Structures,1500,"For wet or muck hand excavation, add to above",,,,,,,,,50%
31 23 16.16,Structural Excavation for Minor Structures,6000,"Machine excavation, for spread and mat footings, elevator pits,",,,,,,,,,
31 23 16.16,Structural Excavation for Minor Structures,6001,and small building foundations,,,,,,,,,
31 23 16.16,Structural Excavation for Minor Structures,6030,"Common earth, hydraulic backhoe, 1/2 C.Y. bucket",B-12E,55.0,291,B.C.Y.,,15.85,11.9,27.75,36.50
31 23 16.16,Structural Excavation for Minor Structures,6035,3/4 C.Y. bucket,B-12F,90.0,.178,,,9.7,9.7,19.4,25
31 23 16.16,Structural Excavation for Minor Structures,6040,1 C.Y. bucket,B-12A,108.0,.148,,,8.05,8.45,16.5,21.50
31 23 16.16,Structural Excavation for Minor Structures,6050,1-1/2 C.Y. bucket,B-12B,144.0,111,,,6.05,6.85,12.9,16.55
31 23 16.16,Structural Excavation for Minor Structures,6060,2 C.Y. bucket,B-12C,200.0,.080,,,4.36,4.85,9.21,11.8
31 23 16.16,Structural Excavation for Minor Structures,6070,"Sand and gravel, 3/4 C.Y. bucket",B-12F,100.0,.160,,,8.7,8.75,17.45,22.50
31 23 16.16,Structural Excavation for Minor Structures,6080,1 C.Y. bucket,B-12A,120.0,.133,,,7.25,7.6,14.85,19.15
31 23 16.16,Structural Excavation for Minor Structures,6090,1-1/2 C.Y. bucket,B-12B,160.0,100,,,5.45,6.2,11.65,14.90
31 23 16.16,Structural Excavation for Minor Structures,6100,2 C.Y. bucket,B-12C,220.0,.073,,,3.96,4.41,8.37,10.75
31 23 16.16,Structural Excavation for Minor Structures,6110,"Clay, til,or blasted rock, 3/4 C.Y. bucket",B-12F,80.0,.200,,,10.9,10.95,21.85,28.50
31 23 16.16,Structural Excavation for Minor Structures,6120,1 C.Y. bucket,B-12A,95.0,.168,,,9.2,9.6,18.8,24
31 23 16.16,Structural Excavation for Minor Structures,6130,1-1/2 C.Y. bucket,B-12B,130.0,.123,,,6.7,7.6,14.3,18.35
31 23 16.16,Structural Excavation for Minor Structures,6140,2 C.Y. bucket,B-12C,175.0,.091,,,4.98,5.55,10.53,13.50
31 23 16.16,Structural Excavation for Minor Structures,6230,"Sandy clay & loam, hydraulic backhoe, 1/2 C.Y. bucket",B-12E,60.0,.267,,,14.55,10.9,25.45,33.50
31 23 16.16,Structural Excavation for Minor Structures,6235,3/4 C.Y. bucket,B-12F,98.0,.163,,,8.9,8.9,17.8,23
31 23 16.16,Structural Excavation for Minor Structures,6240,1 C.Y. bucket,B-12A,116.0,.138,,,7.5,7.85,15.35,19.85
31 23 16.16,Structural Excavation for Minor Structures,6250,1-1/2 C.Y. bucket,B-12B,156.0,.103,,,5.6,6.35,11.95,15.25
31 23 16.16,Structural Excavation for Minor Structures,9010,"For mobilization or demobilization, see Section 01 54 36.50",,,,,,,,,
31 23 16.16,Structural Excavation for Minor Structures,9020,"For dewatering, see Section 31 23 19.20",,,,,,,,,
31 23 16.16,Structural Excavation for Minor Structures,9022,"For larger structures, see Bulk Excavation, Section 31 23 16.42",,,,,,,,,
31 23 16.16,Structural Excavation for Minor Structures,9024,"For loading onto trucks, add",,,,,,,,,15%
31 23 16.16,Structural Excavation for Minor Structures,9026,"For hauling, see Section 31 23 23.20",,,,,,,,,
31 23 16.16,Structural Excavation for Minor Structures,9030,"For sheeting or soldier bms/lagging, see Section 31 52 16.10",,,,,,,,,
31 23 16.16,Structural Excavation for Minor Structures,9040,"For trench excavation of strip ftgs, see Section 31 23 16.13",,,,,,,,,
31 23 16.26,Rock Removal,10,ROCK REMOVAL,,,,,,,,,
31 23 16.26,Rock Removal,15,"Drilling only rock, 2"" hole for rock bolts",B47,316.0,0.076,LF,,3.8,5.2,9.0,11.35
31 23 16.26,Rock Removal,800,"2-1/2"" hole for pre-splitting",,250.0,0.096,,,4.81,6.55,11.36,14.35
31 23 16.26,Rock Removal,4600,"Quarry operations, 2-1/2"" to 3-1/2"" diameter",,240.0,0.1,,,5.0,6.8,11.8,14.95
31 23 16.30,Drilling and Blasting Rock,10,DRILLING AND BLASTING ROCK,,,,,,,,,
31 23 16.30,Drilling and Blasting Rock,20,"Rock, open face, under 1,500 C.Y.",B-47,225.0,0.107,B.C.Y.,4.51,5.35,7.3,17.16,21.0
31 23 16.30,Drilling and Blasting Rock,100,"Over 1,500 C.Y.",,300.0,0.08,,4.51,4.01,5.45,13.97,16.9
31 23 16.30,Drilling and Blasting Rock,200,"Areas where blasting mats are required, under 1,500 C.Y.",,175.0,0.137,,4.51,6.85,9.35,20.71,25.5
31 23 16.30,Drilling and Blasting Rock,250,"Over 1,500 C.Y.",+>,250.0,0.096,,4.51,4.81,6.55,15.87,19.3
31 23 16.30,Drilling and Blasting Rock,300,"Bulk drillingand blasting, can vary greatly, average",,,,,,,,9.65,12.2
31 23 16.30,Drilling and Blasting Rock,500,"Pits, average",,,,,,,,25.5,31.5
31 23 16.30,Drilling and Blasting Rock,1300,"Deep hole method, up to 1,500 C.Y.",B 47,50.0,0.48,,4.51,24.0,33.0,61.51,77.0
31 23 16.30,Drilling and Blasting Rock,1400,"Over 1,500 C.Y.",,66.0,0.364,,4.51,18.2,25.0,47.71,59.5
31 23 16.30,Drilling and Blasting Rock,1900,"Restricted areas, up to 1,500 C.Y.",,13.0,1.846,,4.51,92.5,126.0,223.01,282.0
31 23 16.30,Drilling and Blasting Rock,2000,"Over 1,500 C.Y.",B 47,20,1.2,B.C.Y.,4.51,60,82,146.51,184
31 23 16.30,Drilling and Blasting Rock,2200,"Trenches, up to 1,500 C.Y.",,22,1.091,,13.10,54.50,74.50,142.10,178
31 23 16.30,Drilling and Blasting Rock,2300,"Over 1,500 C.Y.",,26.9231,,,13.10,46,63,122.10,153
31 23 16.30,Drilling and Blasting Rock,2500,"Pier holes, up to 1,500 C.Y.",,22,1.091,,4.51,54.50,74.50,133.51,168
31 23 16.30,Drilling and Blasting Rock,2600,"Over 1,500 C.Y.",!,31,0.774,,4.51,39,53,96.51,120
31 23 16.30,Drilling and Blasting Rock,2800,"Boulders under 1/2 C.Y., loaded on truck, no hauling",B-100,80,1.15,,,8.30,11.65,19.95,25.50
31 23 16.30,Drilling and Blasting Rock,2900,"Boulders, drilled, blasted",B 47,100,0.24,,4.51,12,16.40,32.91,41
31 23 16.30,Drilling and Blasting Rock,3100,"Jackhammer operators with foreman, compressor, air tools",B-9,T,40.0,Day,,"1,850",330,"2,180","3,125"
31 23 16.30,Drilling and Blasting Rock,3300,"Track drill, compressor, operator and foreman",B 47,1,24.0,11,,"1,200","1,650","2,850","$3,600"
31 23 16.30,Drilling and Blasting Rock,3500,Blasting caps,,,,Eq.,6.40,,,6.40,7.05
31 23 16.30,Drilling and Blasting Rock,3700,Explosives,,,,,.53,,,.53,.58
31 23 16.30,Drilling and Blasting Rock,3800,"Blasting mats, for purchase, no mobilization, 10' x 15' x 12""",,,,,"1,225",,,"1,225","1,350"
31 23 16.30,Drilling and Blasting Rock,3900,"Blasting mats, rent, for first day",,,,,197,,,197,217
31 23 16.30,Drilling and Blasting Rock,4000,Per added day,,,,,66,,,66,72.50
31 23 16.30,Drilling and Blasting Rock,4200,"Preblast survey for 6 room house, individual lot, minimum",A-6,2.40,6.667,,,375,15.20,390.20,575
31 23 16.30,Drilling and Blasting Rock,4300,Maximum,1,1.35,11.852,,,670,27,697,"1,025"
31 23 16.30,Drilling and Blasting Rock,4500,"City block within zone of influence, minimum",A-8,25200,0.001,S.F.,,.08,,.08,.11
31 23 16.30,Drilling and Blasting Rock,4600,Maximum,"""",15100,0.002,"""",,.13,,.13,.19
31 23 16.42,"Excavating, Bulk Bank Measure",10,"EXCAVATING, BULK BANK MEASURE",,,,,,,,,
31 23 16.42,"Excavating, Bulk Bank Measure",11,Common earth piled,,,,,,,,,
31 23 16.42,"Excavating, Bulk Bank Measure",20,"For loading onto trucks, add",,,,,,,,15%,15%
31 23 16.42,"Excavating, Bulk Bank Measure",50,"For mobilization and demobilization, see Section 01 54 36.50",,,,,,,,,
31 23 16.42,"Excavating, Bulk Bank Measure",100,"For hauling, see Section 31 23 23.20",,,,,,,,,
31 23 16.42,"Excavating, Bulk Bank Measure",200,"Excavator, hydraulic, crawler mtd., 1 C.Y. cap. = 100 C.Y./hr.",B-12A,800.0,0.02,B.C.Y.,,ទី09,1.14,2.23,2.87
31 23 16.42,"Excavating, Bulk Bank Measure",250,1-1/2 C.Y. cap. = 125 C.Y./hr.,B-12B,1000.0,0.016,,,២,.99,1.86,2.39
31 23 16.42,"Excavating, Bulk Bank Measure",260,2 C.Y. cap. = 165 C.Y./hr.,B-12C,1320.0,0.012,,,៦.66,.73,1.39,1.79
31 23 16.42,"Excavating, Bulk Bank Measure",300,3 C.Y. cap. = 260 C.Y./hr.,B-12D,2080.0,0.008,,,,1.08,1.50,1.81
31 23 16.42,"Excavating, Bulk Bank Measure",305,3-1/2 C.Y. cap. = 300 C.Y./hr.,,2400.0,0.007,,,៨៩,.94,1.30,1.57
31 23 16.42,"Excavating, Bulk Bank Measure",310,"Wheel mounted, 1/2 C.Y. cap. = 40 C.Y./hr.",B-12E,320.0,0.05,,,2.73,2.04,4.77,6.30
31 23 16.42,"Excavating, Bulk Bank Measure",360,3/4 C.Y. cap. = 60 C.Y./hr.,B-12F,480.0,0.033,,,1.82,1.82,3.64,4.70
31 23 16.42,"Excavating, Bulk Bank Measure",500,"Clamshell, 1/2 C.Y. cap. = 20 C.Y./hr.",B-12G,160.0,100.0,,,5.45,5.40,10.85,14.05
31 23 16.42,"Excavating, Bulk Bank Measure",550,1 C.Y. cap. = 35 C.Y./hr.,B-12H,280.0,0.057,,,3.11,4.37,7.48,9.45
31 23 16.42,"Excavating, Bulk Bank Measure",950,"Dragline, 1/2 C.Y. cap. = 30 C.Y./hr.",B-121,240.0,0.067,,,3.63,4.44,8.07,10.30
31 23 16.42,"Excavating, Bulk Bank Measure",1000,3/4 C.Y. cap. 35 C.Y./hr.,"""",280.0,0.057,,,3.11,3.81,6.92,8.85
31 23 16.42,"Excavating, Bulk Bank Measure",1050,1-1/2 C.Y. cap. = 65 C.Y./hr.,B-12P,520.0,0.031,,,1.68,2.50,4.18,5.25
31 23 16.42,"Excavating, Bulk Bank Measure",1200,"Front end loader, track mtd., 1-1/2 C.Y. cap. = 70 C.Y./hr.",B-10N,560.0,0.021,,,1.19,1.05,2.24,2.93
31 23 16.42,"Excavating, Bulk Bank Measure",1250,2-1/2 C.Y. cap. 95 C.Y./hr.,B-100,760.0,0.016,,,.88,1.23,2.11,2.65
31 23 16.42,"Excavating, Bulk Bank Measure",1300,3 C.Y. cap. 130 C.Y./hr.,B-10P,1040.0,0.012,,,.64,1.14,1.78,2.20
31 23 16.42,"Excavating, Bulk Bank Measure",1350,5 C.Y. cap. = 160 C.Y./hr.,B-10Q,1280.0,0.009,,,.52,1.15,1.67,2.03
31 23 16.42,"Excavating, Bulk Bank Measure",1500,"Wheel mounted, 3/4 C.Y. cap. = 45 C.Y./hr.",B-10R,360.0,0.033,,,1.85,.90,2.75,3.74
31 23 16.42,"Excavating, Bulk Bank Measure",1550,1-1/2 C.Y. cap. 80 C.Y./hr.,B-10S,640.0,0.019,,,1.04,.69,1.73,2.31
31 23 16.42,"Excavating, Bulk Bank Measure",1600,2-1/4 C.Y. cap. 100 C.Y./hr.,B-10T,800.0,0.015,,,.83,.80,1.63,2.12
31 23 16.42,"Excavating, Bulk Bank Measure",1650,5 C.Y. cap. = 185 C.Y./hr.,B-10U,1480.0,0.008,,,.45,.78,1.23,1.53
31 23 16.42,"Excavating, Bulk Bank Measure",1800,"Hydraulic excavator, truck mtd. 1/2 C.Y. = 30 C.Y./hr.",B-12,240.0,0.067,,,3.63,3.57,7.20,9.35
31 23 16.42,"Excavating, Bulk Bank Measure",1850,"48"" bucket, 1 C.Y. = 45 C.Y./hr.",B-12K,360.0,0.044,,,2.42,4.14,6.56,8.15
31 23 16.42,"Excavating, Bulk Bank Measure",3700,"Shovel, 1/2 C.Y. cap. = 55 C.Y./hr.",B-12L,440.0,0.036,,,1.98,2.04,4.02,5.20
31 23 16.42,"Excavating, Bulk Bank Measure",3750,3/4 C.Y. cap. = 85 C.Y./hr.,B-12M,680.0,0.024,,,1.28,1.64 1,2.92,3.71
31 23 16.42,"Excavating, Bulk Bank Measure",3800,1 C.Y. cap. = 120 C.Y./hr.,B-12N,960.0,0.017,,,.911,1.28,2.19,2.76
31 23 16.42,"Excavating, Bulk Bank Measure",3850,1-1/2 C.Y. cap. 160 C.Y./hr.,B-120,1280.0,0.013,,,.68,1.06,1.74,2.17
31 23 16.42,"Excavating, Bulk Bank Measure",3900,3 C.Y. cap. = 250 C.Y./hr.,B-12T,2000.0,0.008,,,.44,1.07,1.51,1.83
31 23 16.42,"Excavating, Bulk Bank Measure",4000,"For soft soil or sand, deduct",,,,,,,,15%,15%
31 23 16.42,"Excavating, Bulk Bank Measure",4100,"For heavy soil or stiff clay, add",,,,B.C.Y.,,,,,60 %
31 23 16.42,"Excavating, Bulk Bank Measure",4200,"For wet excavation with clamshell or dragline, add",,,,,,,,,100 %
31 23 16.42,"Excavating, Bulk Bank Measure",4250,"All other equipment, add",,,,,,,,,50 %
31 23 16.42,"Excavating, Bulk Bank Measure",4400,"Clamshell in sheeting or cofferdam, minimum",B-12H,160.0,100.0,B.C.Y.,,5.45,7.65,13.1,16.50
31 23 16.42,"Excavating, Bulk Bank Measure",4450,Maximum,"""",60.0,0.267,"""",,14.55,20.5,35.05,44
31 23 16.42,"Excavating, Bulk Bank Measure",5000,"Excavating, bulk bank measure, sandy clay & loam piled",,,,,,,,,
31 23 16.42,"Excavating, Bulk Bank Measure",5020,"For loading onto trucks, add",,,,,,,,,15 %
31 23 16.42,"Excavating, Bulk Bank Measure",5100,"Excavator, hydraulic, crawler mtd., 1 C.Y. cap. = 120 C.Y./hr.",B-12A,960.0,0.017,B.C.Y.,,0.91,0.95,1.86,2.40
31 23 16.42,"Excavating, Bulk Bank Measure",5150,1-1/2 C.Y. cap. = 150 C.Y./hr.,B-12B,1200.0,0.013,,,0.73,0.82,1.55,1.99
31 23 16.42,"Excavating, Bulk Bank Measure",5300,2 C.Y. cap. = 195 C.Y./hr.,B-12C,1560.0,0.01,,,0.56,0.62,1.18,1.51
31 23 16.42,"Excavating, Bulk Bank Measure",5400,3 C.Y. cap. = 300 C.Y./hr.,B-12D,2400.0,0.007,,,0.36,0.94,1.3,1.57
31 23 16.42,"Excavating, Bulk Bank Measure",5500,3-1/2 C.Y. cap. = 350 C.Y./hr.,"""",2800.0,0.006,,,0.31,0.8,1.11,1.34
31 23 16.42,"Excavating, Bulk Bank Measure",5610,"Wheel mounted, 1/2 C.Y. cap. = 44 C.Y./hr.",B-12E,352.0,0.045,,,2.48,1.86,4.34,5.75
31 23 16.42,"Excavating, Bulk Bank Measure",5660,3/4 C.Y. cap. 66 C.Y./hr.,B-12F,528.0,0.03,,,1.65,1.66,3.31,4.28
31 23 16.42,"Excavating, Bulk Bank Measure",8000,"For hauling excavated material, see Section 31 23 23.20",,,,,,,,,
31 23 16.46,"Excavating, Bulk, Dozer",10,"EXCAVATING, BULK, DOZER",,,,,,,,,
31 23 16.46,"Excavating, Bulk, Dozer",11,Open site,,,,,,,,,
31 23 16.46,"Excavating, Bulk, Dozer",2000,"80 HP, 50' haul, sand & gravel",B-10L,460.0,0.026,B.C.Y.,,1.45,1.16,2.61,3.43
31 23 16.46,"Excavating, Bulk, Dozer",2010,Sandy clay & loam,,440.0,0.027,,,1.51,1.22,2.73,3.59
31 23 16.46,"Excavating, Bulk, Dozer",2020,Common earth,,400.0,0.0301,,,1.661,1.34,3.0,3.95
31 23 16.46,"Excavating, Bulk, Dozer",2040,Clay,,250.0,0.048,,,2.66,2.14,4.8,6.3
31 23 16.46,"Excavating, Bulk, Dozer",2200,"150' haul, sand & gravel",,230.0,0.052,,,2.89,2.33,5.22,6.85
31 23 16.46,"Excavating, Bulk, Dozer",2210,Sandy clay & loam,,220.0,0.055,,,3.03,2.43,5.46,7.2
31 23 16.46,"Excavating, Bulk, Dozer",2220,Common earth,,200.0,0.06,,,3.33,2.68,6.01,7.9
31 23 16.46,"Excavating, Bulk, Dozer",2240,Clay,,125.0,0.096,,,5.35,4.29,9.64,12.6
31 23 16.46,"Excavating, Bulk, Dozer",2400,"300' haul, sand & gravel",,120.0,0.1,,,5.55,4.46,10.01,13.15
31 23 16.46,"Excavating, Bulk, Dozer",2410,Sandy clay & loam,,115.0,0.104,,,5.8,4.66,10.46,13.7
31 23 16.46,"Excavating, Bulk, Dozer",2420,Common earth,,100.0,0.12,,,6.65,5.35,12.0,15.8
31 23 16.46,"Excavating, Bulk, Dozer",2440,Clay,,65.0,185.0,,,10.25,8.25,18.5,24.5
31 23 16.46,"Excavating, Bulk, Dozer",3000,"105 HP, 50' haul, sand & gravel",B-10W,700.0,0.017,,,0.95,0.94,1.89,2.445
31 23 16.46,"Excavating, Bulk, Dozer",3010,Sandy clay & loam,,680.0,0.018,,,0.98,0.97,1.95,2.53
31 23 16.46,"Excavating, Bulk, Dozer",3020,Common earth,,610.0,0.02,,,1.09,1.08,2.17,2.81
31 23 16.46,"Excavating, Bulk, Dozer",3040,Clay,,385.0,0.031,,,1.73,1.71,3.44,4.46
31 23 16.46,"Excavating, Bulk, Dozer",3200,"150' haul, sand & gravel",,310.0,0.039,,,2.15,2.13,4.28,5.55
31 23 16.46,"Excavating, Bulk, Dozer",3210,Sandy clay & loam,,300.0,0.04,,,2.22,2.2,4.42,5.7
31 23 16.46,"Excavating, Bulk, Dozer",3220,Common earth,,270.0,0.044,,,2.47,2.44,4.91,6.35
31 23 16.46,"Excavating, Bulk, Dozer",3240,Clay,,170.0,0.071,,,3.92,3.88,7.8,10.1
31 23 16.46,"Excavating, Bulk, Dozer",3300,"300' haul, sand & gravel",,140.0,0.086,,,4.75,4.71,9.46,12.25
31 23 16.46,"Excavating, Bulk, Dozer",3310,Sandy clay & loam,,135.0,0.089,,,4.93,4.89,9.82,12.75
31 23 16.46,"Excavating, Bulk, Dozer",3320,Common earth,,120.0,0.1,,,5.55,5.5,11.05,14.3
31 23 16.46,"Excavating, Bulk, Dozer",3340,Clay,B-10W,100.0,0.12,B.C.Y.,,6.65,6.6,13.25,17.15
31 23 16.46,"Excavating, Bulk, Dozer",4000,"200 HP, 50' haul, sand & gravel",B-10B,1400.0,0.009,,,0.48,0.96,1.44,1.77
31 23 16.46,"Excavating, Bulk, Dozer",4010,Sandy clay & loam,,1360.0,0.009,,,0.49,0.99,1.48,1.82
31 23 16.46,"Excavating, Bulk, Dozer",4020,Common earth,,1230.0,0.01,,,0.54,1.1,1.64,2232.0
31 23 16.46,"Excavating, Bulk, Dozer",4040,Clay,,770.0,0.016,,,0.86,1.75,2.61,3.22
